Comment,ID,Kingdom,Phylum,Class,Order,Family,Average_confidence,PW,MC,CM,WC,AG,MM,CC,PH,ML,HH,JH,MB,SK,SP
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Ericales,Balsaminaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Rosales,Rosaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Lamiales,Oleaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multi_ASVs_Merged_ITS2p_dada2,dacbaea8972017c8134f1ac0a2cf9fbe,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,0.950576483166148,1097,892,109,812,2701,509,287,385,1173,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Fagales,Fagaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Sapindales,Rutaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Apiales,Araliaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Ericales,Theaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Dipsacales,Adoxaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Ericales,Ericaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Lamiales,Scrophulariaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Rosales,Cannabaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Malvales,Malvaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Dipsacales,Caprifoliaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Malpighiales,Salicaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Apiales,Apiaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Sapindales,Sapindaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Cucurbitales,Begoniaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,Liliopsida,Asparagales,Xanthorrhoeaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Myrtales,Myrtaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,Liliopsida,Arecales,Arecaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Malpighiales,Hypericaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Fagales,Juglandaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Lamiales,Lamiaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Geraniales,Geraniaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,Eudicots,Ranunculales,Papaveraceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Aquifoliales,Aquifoliaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Rosales,Rhamnaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Ericales,Actinidiaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multi_ASVs_Merged_ITS2p_dada2,b8db05bd25173432aac705518545abf9,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,0.977327244049855,0,75,16,0,0,13,0,0,111,0,8,0,0,10
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,,Magnoliales,Magnoliaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Solanales,Convolvulaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,Liliopsida,Asparagales,Iridaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Sapindales,Simaroubaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Myrtales,Onagraceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multi_ASVs_Merged_ITS2p_dada2,2f632b42901d2b152cfa746d5c5cf801,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,0.936169580235993,502,341,4985,980,360,2538,594,0,847,1000,0,0,0,92
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,,Ranunculales,Berberidaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Fagales,Betulaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multi_ASVs_Merged_ITS2p_dada2,901c89c21eb143bf0f417f88b44a503c,Viridiplantae,Streptophyta,rosids,Brassicales,Brassicaceae,0.971320910695107,261,5594,26,9162,1898,1384,2854,83,5370,0,0,0,0,31
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,,Ranunculales,Ranunculaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Lamiales,Plantaginaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,,Caryophyllales,Tamaricaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,Liliopsida,Zingiberales,Zingiberaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Multi_ASVs_Merged_ITS2p_dada2,0d53002f163ef73266289e49cc8d5e79,Viridiplantae,Streptophyta,rosids,Myrtales,Melastomataceae,0.949854805818707,0,801,277,0,0,165,0,611,0,0,0,0,211,64
Multi_ASVs_Merged_ITS2p_dada2,b9a854d029143d3bab9fcb3e154d044a,Viridiplantae,Streptophyta,asterids,Lamiales,Acanthaceae,0.87772645365062,3281,938,709,0,391,12183,1149,0,567,0,0,108,1888,119
Multi_ASVs_Merged_ITS2p_dada2,195643992784eb7861facbc663a67eae,Viridiplantae,Streptophyta,rosids,Fagales,Nothofagaceae,0.754104228634773,1851,147,332,0,543,798,0,29,475,86,0,0,129,0
Multi_ASVs_Merged_ITS2p_dada2,19c7acd4dee9f1d3bca1db429df7963f,Viridiplantae,Streptophyta,asterids,Boraginales,Boraginaceae,0.989044173598636,2,0,246,0,84,0,5,0,146,0,0,0,118,17
Multi_ASVs_Merged_ITS2p_dada2,40ddf2693abbdc412dc5a62f9cf400c6,Viridiplantae,Streptophyta,,Saxifragales,Crassulaceae,0.905005100033211,0,0,0,0,318,0,69,0,0,0,0,0,0,7
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,,Caryophyllales,Amaranthaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Asterales,Menyanthaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Single_ASV_in_Data_ITS2p_dada2,4556b5306e000196cbfe6de27f291425,Viridiplantae,Streptophyta,asterids,Ericales,Pentaphylacaceae,0.809529765036946,13,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Cucurbitales,Cucurbitaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Single_ASV_in_Data_ITS2p_dada2,eda4af4139e07b6226c7ee0fda5e5f93,Viridiplantae,Streptophyta,rosids,Sapindales,Anacardiaceae,0.920083087595713,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Asterales,Campanulaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Sapindales,Burseraceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,asterids,Cornales,Cornaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Brassicales,Limnanthaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Malpighiales,Passifloraceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family_ASV_Absent_in_Data_ITS2p_dada2,NA,Viridiplantae,Streptophyta,rosids,Crossosomatales,Stachyuraceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
